section,subject,entry
S,SANBALLAT,"-An enemy of the Jews in rebuilding Jerusalem after the Babylonian captivity NEH 2:10,19; 4; 6; 13:28"
S,SANCTIFICATION,"-Firstborn of Israelites sanctified EXO 13:2
-All Israel sanctified EXO 19:10,14
-Material things sanctified by anointing EXO 40:9-11
-The Lord is the Sanctifier EXO 31:13; LEV 20:8; 21:8; 22:9
-The alter sanctifies the gift EXO 29:37; 30:29
-Tabernacle sanctified by God' s presence EXO 29:43; 40:34,35
-UNCLASSIFIED SCRIPTURES RELATING TO EXO 31:13; 33:16; LEV 21:1-23; JER 1:5; EZK 37:28; JHN 17:17,19; ACT 26:17,18; ROM 15:16; 1CO 1:2,30; 6:11; 13:1-13; 2CO 1:21,22; GAL 2:20; 6:14; EPH 1:3,4; 3:19; 4:7,12,13,15,16; 5:25-27; COL 2:11; 1TH 4:3,4; 5:23; 2TH 2:13,14; 2TI 2:11,21; HEB 2:11; 9:14; 10:10,14; 12:10; 13:12,21; 1PE 1:2; 2PE 1:2-4; 1JN 1:9; Jude 1:24; REV 7:14
     -See HOLINESS
     -See REGENERATION
     -See REDEMPTION
     -See SALVATION
     -See SIN, FORGIVENESS OF"
S,SANCTUARY,"-(The Holy of Holies)
-In the tabernacle HEB 9:2
-Divine dwelling place EXO 25:8
-Reverence for LEV 19:30; 26:2
-In the charge of high priest EXO 27:21; LEV 24:3; NUM 18:5
-The Holy Place in the temple LAM 2:7,20; EZK 42:20
-FIGURATIVE EZK 11:16
-Symbolical HEB 8:2,5
     -See TABERNACLE
     -See TEMPLE"
S,SANDAL,-See SHOE
S,SANHEDRIN,-See GOVERNMENT
S,SANITATION,"-CARCASSES LEV 5:2; 10:4,5; 11:24-28,31-40; 22:4,6; NUM 9:6,10; 19:11-16; 31:19; DEU 21:22,23
-CHILDBIRTH LEV 12:3; EZK 16:4
-CIRCUMCISION
     -See CIRCUMCISION
-CONTAGION LEV 5:2,3; 7:19,21; 11:24-28,31-40; 13:2-59; 14:2,3,8,9,34-48,54-57; 15:2-13,16-28,32,33; 22:4-8; NUM 5:2-4; 9:6,10; 19:11-16,22; 31:19,20; DEU 23:10,11; 24:8
-DISINFECTION LEV 2:13; 7:19; 11:24-40; 13:6,34,47-59; 14:8,9,34-48,54-57; 15:2-13,16-28; NUM 31:19,20,22-24
     -See PURIFICATION
-FILTH, DISPOSITION OF EXO 29:14,34; LEV 4:11,12,21; 6:30; 7:17,19; 8:17,32; 9:11; 16:27,28; 19:6; DEU 23:12,13; HEB 13:11
-FOOD LEV 3:17; 7:15-19,23-27; 11:2-23,26,27,29-43,46,47; 17:10-15; 19:5-8,26; 22:8; DEU 12:16,20-25; 14:3-21,26; 15:22,23
-GLUTTONY, DISEASE RESULTING FROM NUM 11:18-20,31-33
-PENALTIES CONCERNING DEU 28:15,21,22,27,35,45,59-62
-QUARANTINE LEV 13:2-5,31-33,45,46; 14:2,3,8,34-38; 15:19; NUM 5:2,3; 31:11-20; DEU 23:10,11
     -Instances of NUM 12:10,14,15; 2KI 7:3; 15:5; 2CH 26:21; LUK 17:12
-REST COMMANDED EXO 20:9-11; 31:13-17; 34:21,22; 35:2; LEV 23:3-8,24-42; 25:2-12; NUM 9:2,3; 28:16-18,25,26; 29:1,7; DEU 5:12-14
     -See RECREATION
     -See REST
     -See SABBATH
     -See SABBATIC YEAR
-UNCLEANNESS LEV 20:2-6,10-21; DEU 27:20-23
-VENEREAL DISEASES LEV 15:2-13,16-28,31-33; 22:4,6
-WOMEN IN CHILDBIRTH LEV 12:2,4,5
     -See ABLUTIONS
     -See DEFILEMENT
     -See LEPROSY
     -See PURIFICATION
     -See UNCLEANNESS"
S,SANSANNAH,-A city of the tribe of Judah JOS 15:31
S,SAPH,"-Also called SIPPAI
-A Philistine giant 2SA 21:18; 1CH 20:4"
S,SAPHIR,-A city prophesied against by Micah MIC 1:11
S,SAPPHIRA,"-(The wife of Ananias)
-Falsehood and death of ACT 5:1-10"
S,SAPPHIRE,"-A precious stone JOB 28:6,16; ISA 54:11; EZK 28:13
-Set in the breastplate EXO 28:18
-The color of the expanse EZK 1:26
-Seen in the foundation of the New Jerusalem in John' s apocalyptic vision REV 21:19"
S,SARAH,"-1. Also called SARAI
     -Wife of Abraham GEN 11:29-31; 12:5
     -Near of kin to Abraham GEN 12:10-20; 20:12
     -Abraham represents her as his sister, and Abimelech, king of Gerar, takes her; she is restored to Abraham by means of a dream GEN 20:1-14
     -Is sterile; gives her handmaiden, Hagar, to Abraham as a concubine GEN 16:1-3
     -Her jealousy of Hagar GEN 16:4-6; 21:9-14
     -Her miraculous conception of Isaac GEN 17:15-21; 18:9-15
     -Name changed from Sarai to Sarah GEN 17:15
     -Gives birth to Isaac GEN 21:3,6-8
     -Death and burial of GEN 23; 25:10
     -Character of HEB 11:11; 1PE 3:5,6
-2. SARAH
     -See SERAH"
S,SARAPH,-A descendant of Shelah 1CH 4:22
S,SARCASM,"-INSTANCES OF
     -Cain' s self-justifying argument when God asked him where Abel was GEN 4:9
     -Israelites reproaching Moses EXO 14:11
     -God reproaching Israel NUM 11:20; JDG 10:14
     -Balak reproaching Balaam NUM 24:11
     -Joshua to the descendants of Joseph JOS 17:15
     -By Jotham JDG 9:7-19
     -By Samson JDG 14:18
     -The men of Jabesh to Nahash 1SA 11:10
     -Eliab to David 1SA 17:28
     -Elijah to the priests of Baal 1KI 18:27
     -David' s reply to Michal' s irony 2SA 6:21
     -Ahab' s reply to Ben-hadad 1KI 20:11
     -Jehoash to Amaziah 2KI 14:9,10; 2CH 25:18,19
     -Rabshakeh to Hezekiah 2KI 18:23,24
     -Sanballat' s address to the army of Samaria NEH 4:2,3
     -Zophar to JOB JOB 11:12
     -JOB to Zophar JOB 12:2,3
     -Of Solomon PRO 26:16
     -The persecutors of Jesus MAT 27:28,29; LUK 23:11; JHN 19:2,3,5,15
     -Paul 1TI 4:7
     -Herod Agrippa II to Paul ACT 26:28
     -See IRONY
     -See SATIRE"
S,SARDIS,"-(A city in Asia Minor)
-One of the seven congregations in REV 1:11; 3:1-4"
S,SARDITES,-Family of NUM 26:26
S,SARDIUS,"-(A precious stone)
-In the breastplate EXO 28:17; 39:10
-In the garden of Eden EZK 28:13
-Seen in John' s apocalyptic vision of the foundation of the New Jerusalem REV 21:20
-FIGURATIVE REV 4:3"
S,SARDONYX,"-(A precious stone)
-FIGURATIVE
     -In the foundation of the heavenly city called the New Jerusalem REV 21:20"
S,SAREPTA,-See ZAREPHATH
S,SARGON,-A king of Assyria ISA 20:1
S,SARID,"-A city on the boundary of the tribe of Zebulun JOS 19:10,12"
S,SARON,-See SHARON
S,SARSECHIM,"-(A prince of Babylon)
-Present at the capture (collapse) of Jerusalem JER 39:3"
S,SARUCH,-See SERUG
S,SATAN,"-Called Abaddon (Hebrew: Destroyer) REV 9:11
-The accuser of our brethren REV 12:10
-The adversary 1PE 5:8
-The angel of the bottomless pit REV 9:11
-Apollyon (Greek: Destroyer) REV 9:11
-Beelzebul MAT 12:24; MRK 3:22; LUK 11:15
-Belial 2CO 6:15
-The Devil MAT 4:1; LUK 4:2,6; REV 20:2
-Our common enemy MAT 13:39
-Evil spirit 1SA 16:14
-The father of all lies JHN 8:44
-Gates of hell (Hades) MAT 16:18
-Great red dragon REV 12:3
-The liar JHN 8:44
-Lying spirit 1KI 22:22
-The murderer JHN 8:44
-That old serpent REV 12:9; 20:2
-The power of darkness COL 1:13
-The prince
     -Of this world JHN 12:31; 14:30; 16:11
     -Of demons MAT 12:24
     -Of the power of the air EPH 2:2
     -Ruler of the darkness of this world EPH 6:12
     -Satan 1CH 21:1; JOB 1:6; JHN 13:27; ACT 5:3; 26:18; ROM 16:20
     -The serpent GEN 3:4,14; 2CO 11:3
     -The spirit that works in all disobedient people EPH 2:2
     -The Tempter MAT 4:3; 1TH 3:5
     -The god of this world 2CO 4:4
     -Unclean spirit MAT 12:43
     -The wicked one MAT 13:19,38
-Kingdom of, to be destroyed 2SA 23:6,7
-With the context of MAT 12:29; 13:30; LUK 11:21,22; 1JN 3:8
-The synagogue of REV 2:9; 3:9
-UNCLASSIFIED SCRIPTURES RELATING TO GEN 3:1,4,5,14,15; 1CH 21:1; JOB 1:6,7,9-12; 2:3-7; 9:24; PSA 109:6; ZEC 3:1,2; MAT 4:1-11; 9:34; 13:19,38,39; 25:41; MRK 1:13; 3:22-26; 4:15; LUK 4:1-13; 8:12; 10:18; 11:15,18; 13:16; 22:31,53; JHN 8:38,41,44; 12:31; 13:2,27; 14:30; 16:11; ACT 5:3; 13:10; 26:18; ROM 16:20; 1CO 7:5; 2CO 2:11; 4:4; 11:3,14,15; 12:7; EPH 2:2; 4:27; 6:11-16; COL 1:13; 2:15; 1TH 2:18; 3:5; 2TH 2:9; 1TI 1:20; 3:6,7; 5:15; 2TI 2:26; HEB 2:14; JAS 4:7; 1PE 5:8,9; 2PE 2:4; 1JN 2:13; 3:8,10,12; 5:18; Jude 1:6-9; REV 2:9,10,13,24; 3:9; 9:11; 12:9-12; 20:1-3,7,8,10
     -See DEMONS"
S,SATIRE,"-Hannah' s song of exultation over Peninnah 1SA 2:1-10; with 1:5-10
-Of Jesus against hypocrites MAT 23:2-33; MRK 12:13-40; LUK 11:39-54
-See IRONY
-See SARCASM"
S,SATYR,"-A mythological creature, represented as half-man and half-goat LEV 17:7
-R. V., margin) 2CH 11:15
-R. V., margin) Isa. 13:21; 34:14."
S,SAUL,"-1. Also called SHAUL
     -King of Edom GEN 36:37,38; 1CH 1:48,49
-2. King of Israel
     -A Benjamite, son of Kish 1SA 9:1,2
     -Sons of 1CH 8:33
     -His personal appearance 1SA 9:2; 10:23
     -Made king of Israel 1SA 9; 10; 11:12-15; HOS 13:11
     -Lives at Gibeah of Saul 1SA 14:2; 15:34; ISA 10:29
     -Defeats the Philistines 1SA 13; 14:46,52
     -Strikes the Amalekites 1SA 15
     -Is reproved by Samuel for usurping the priestly functions 1SA 13:11-14
     -Samuel rebukes him for disobedience by not exterminating the Amalekites; the loss of his kingdom is foretold 1SA 15
     -Dedicates the spoils of war 1SA 15:21-25; 1CH 26:28
     -Sends messengers to Jesse, asking that David be sent to him as a musician and an armor-bearer 1SA 16:17-23
     -Defeats the Philistines after Goliath is killed by David 1SA 17
     -His jealousy of David; gives his daughter, Michal, to David to be his wife; becomes David' s enemy 1SA 18
     -Tries to kill David; Jonathan intercedes and incurs his father' s displeasure; David' s loyalty to Jonathan; Saul' s temporary remorse; prophesies 1SA 19
     -Hears Doeg against Ahimelech, and kills the priest and his family. pursues David to wilderness of Ziph; the Ziphites betray David to 1SA 23
     -Pursues David to En-gedi 1SA 24:1-6
     -His life spared by David 1SA 24:5-8
     -Saul' s contrition for his bad faith 1SA 24:16-22
     -David is again betrayed to, by the Ziphites; Saul pursues him to the hill of Hachilah; his life spared again by David; his confession, and his blessing upon David 1SA 26
     -Kills the Gibeonites; crime avenged by the death of seven of his sons 2SA 21:1-9
     -His kingdom invaded by Philistines; seeks counsel of the witch of En-dor, who foretells his own death 1SA 28:3-25; 29:1
     -Is defeated, and is killed with some of his sons 1SA 31
     -Their bodies exposed in Beth-shan; rescued by the people of Jabesh and burned; bones of, buried under a tree at Jabesh 1SA 31; with 2SA 1; 2; 1CH 10
     -His death is a judgment on account of his sins 1CH 10:13
-3. Of Tarsus
     -See PAUL"
S,SAVIOUR (SAVIOR),"-See JESUS, SAVIOUR"
S,SAW,"-Used as an instrument of torture 2SA 12:31; HEB 11:37
-Used for cutting stone 1KI 7:9
-FIGURATIVE ISA 10:15"
S,SCAB,"-Disease of the skin LEV 13:2,6-8; 14:56; 21:20; 22:22; DEU 28:27; ISA 3:17
-See DISEASE
-See SANITATION
-See SCURVY"
S,SCALES,"-Fell from Paul' s eyes ACT 9:18
-For measuring
     -See BALANCES"
S,SCALL,"-A form of leprosy LEV 13:30
-See LEPROSY"
S,SCAPEBIRD,"-General scriptures concerning LEV 14:4-7,53"
S,SCAPEGOAT,"-General scriptures concerning LEV 16:7-10,20-34"
S,SCARLET,-See COLOR
S,SCEPTER (SCEPTRE),"-A wand used by kings to signify favor or disfavor to those who desired an audience with them EST 5:2; 8:4
-A symbol of authority NUM 24:17; ISA 14:5
-Made of gold EST 4:11
-Made of iron PSA 2:9; REV 2:27; 12:5
-FIGURATIVE GEN 49:10; NUM 24:17; ISA 9:4"
S,SCEVA,"-A charlatan Jewish ""exorcist"" at Ephesus ACT 19:13-17"
S,SCHOOL,"-Of the prophets, at Naioth 1SA 19:20
-Beth-el 2KI 2:3
-Jericho 2KI 2:5,15
-Gilgal 2KI 4:38
-Jerusalem, probably 2KI 22:14; 2CH 34:22
-Crowded attendance at 2KI 6:1
-In the home DEU 4:9,10; 6:7,9; 11:19,20; PSA 78:5-8
-Like a Bible school DEU 31:10-13
-State 2CH 17:7-9; DAN 1:3-21
-Of Gamaliel ACT 5:34; 22:3
-Of Tyrannus ACT 19:9
-Schoolmaster (tutor, R. V.) GAL 3:24,25
-See INSTRUCTION
-See PSALMS, DIDACTIC"
S,SCIENCE,"-Observations of, and deductions from, facts JOB 26:7-14; 28; ECC 1:13-17
-So-called, false 1TI 6:20
-The key of knowledge LUK 11:52; ROM 2:20
-See GEOLOGY
-See ASTRONOMY
-See PHILOSOPHY"
S,SCOFFING,"-General scriptures concerning 2CH 30:6-10; 36:16; JOB 21:14,15; 34:7; PSA 1:1; 42:3,10; 73:11; 78:19,20; 107:11,12; PRO 1:22,25; 3:34; 9:12; 13:1; 14:6,9; 19:29; 21:11,24; 22:10; 24:9; ISA 5:18,19,24,25; 10:15; 29:20; 57:4; JER 17:15; 43:2; LAM 1:7; EZK 8:12; 9:9; 11:2,3; 12:22; 33:20; HOS 7:5; MAT 12:24; MRK 3:22; LUK 4:23; 11:15; 16:14; ACT 2:13; 13:45; 17:18,32; HEB 10:29; 2PE 3:3,4
-See HATRED
-See MALICE
-See UNBELIEF
-INSTANCES OF
     -Ishmael GEN 21:9
     -Youths at Beth-el 2KI 2:23
     -Ephraim and Manasseh 2CH 30:10
     -Chiefs of Judah 2CH 36:16
     -Sanballat NEH 4:1
     -Enemies of JOB JOB 30:1,9
     -Enemies of David PSA 35:15,16
     -Rulers of Israel ISA 28:14
     -Ammonites EZK 25:3
     -Tyrians EZK 26:2
     -The heathen EZK 36:2,3
     -Soldiers MAT 27:28-30; LUK 23:36
     -Chief priests MAT 27:41
     -The Pharisees LUK 16:14
     -The men who seized Jesus LUK 22:63,64
     -Herod Antipas LUK 23:11
     -The people and the Jewish rulers LUK 23:35
     -Some of the multitude ACT 2:13
     -The Athenians ACT 17:32"
S,SCORPION,"-A venomous insect common in the wilderness through which the people of Israel journeyed DEU 8:15
-Power over, given to the seventy disciples (the best mss. have ""seventy-two"") LUK 10:19
-Unfit for food LUK 11:12
-Sting of, located in the tail REV 9:10
-FIGURATIVE
     -Of enemies EZK 2:6
     -Of cruelty 1KI 12:11,14
-SYMBOLICAL REV 9:3,5,10"
S,SCOURGING,"-(Corporal punishment by stripes)
-Prescribed in the Mosaic law for committing the sin of fornication LEV 19:20; DEU 22:18
-Prescribed for other offenses DEU 25:2
-40 Stripes was the maximum number DEU 25:3
-Fatal JOB 9:23
-Of servants could be avenged EXO 21:20
-Foretold by Jesus as a persecution of future Christians MAT 10:17
-Of children
     -See CHILDREN, CORRECTION OF PUNISHMEMT
-INSTANCES OF
     -Of Jesus MAT 20:19; 27:26; MRK 15:15; JHN 19:1
     -Of Paul and Silas ACT 16:23
     -Of Paul ACT 21:32; 22:24; 2CO 11:24,25
     -Of Sosthenes ACT 18:17
-FIGURATIVE
     -Of the oppressions of rulers 1KI 12:11
     -Of the evil tongue JOB 5:21
     -See ASSAULT AND BATTERY"
S,SCRIBE (S),"-A writer and transcriber of the law 2SA 8:17; 20:25; 1KI 4:3; 2KI 12:10; 18:37; 19:2; 1CH 24:6; 27:32; NEH 13:13; JER 36:12
-The king' s secretary (official recordist) 2KI 12:10-12; 22:1-14; EST 3:12; 8:9
-The mustering officer of the army 2KI 25:19; 2CH 26:11
-Instructors in the law MAT 7:29; 13:52; 17:10; 23:2,3
-See LEVITES
-They test Jesus with questions, bringing to Jesus a woman caught in the act of adultery JHN 8:3
-Members of the council (Sanhedrin) MAT 2:4
-Conspire against Jesus MAT 26:3,57; 27:41; MRK 14:1; LUK 22:66
-Hypocrisy of, reproved by Jesus MAT 5:20; 9:3; 12:38; 15:1; 16:21; 20:18; 21:15"
S,SCRIPTURES,"-The word of God JER 30:2
-Interpreted by doctors (religious ""experts"") JHN 3:10; 7:52
-Inspired by God (""God-breathed""; Greek: Theopneustos) 2TI 3:16
-See WORD OF GOD"
S,SEA,"-Creation of GEN 1:9,10; PSA 95:5; 148:4,5
-Lake Galilee calmed by Jesus MAT 8:24-26; MRK 4:37-39
-Jesus walked upon Lake Galilee MAT 14:25-31
-The Dead, to be given up by the, at the resurrection REV 20:13
-SYMBOLICAL
     -In Daniel' s vision DAN 7:2,3
     -In John' s apocalyptic vision REV 4:6; 8:8,9; 10:2,5,6,8; 13:1; 15:2; 16:3; 21:1"
S,SCURVY,"-General scriptures concerning LEV 22:22
-See SCAB"
S,SCYTHIANS,-General scriptures concerning COL 3:11
S,SEAL,"-1. A stamp used for signifying documents
     -Given as a pledge GEN 38:18
     -Engraved EXO 28:11,21,36; 39:6,14,30; 2TI 2:19
     -Decrees signified by 1KI 21:8; EST 8:8
     -Documents sealed with
     -Ahab' s letter 1KI 21:8
     -Covenants NEH 9:38; 10:1; ISA 8:16
     -Decrees EST 8:8; DAN 6:9
     -Deeds JER 32:10
     -Treasures secured by DEU 32:34
     -Lion' s den secured by DAN 6:17
     -The gravesite of Jesus MAT 27:66
     -Circumcision was regarded as a seal of righteousness ROM 4:11
-FIGURATIVE
     -Of secrecy DAN 12:9; REV 5:1
     -Of certainty of divine approval JHN 6:27; ROM 15:28; 2CO 1:22; EPH 1:13; 4:30; REV 7:3,4
-2. An amphibious animal
     -Skins of, according to the Revised Version, were used as a covering of the tabernacle EXO 25:5; 26:14; 35:7,23; 36:19; 39:34; NUM 4:25"
S,SEAMEN,-See MARINERS
S,SEASONS,-General scriptures concerning GEN 1:14; 8:22; PSA 104:19; JER 33:20; DAN 2:21; MAT 21:41; 24:32; MRK 12:2; ACT 1:7; 1TH 5:1
S,SEBA,"-1. Son of Cush GEN 10:7; 1CH 1:9
-2. A region in Ethiopia PSA 72:10; ISA 43:3"
S,SEBAT,-The eleventh month (February) ZEC 1:7
S,SECOND DEATH,"-General scriptures concerning REV 20:14
-See WICKED, PUNISHMENT OF"
S,SECRET,"-Alms (charitable donations) to be given in MAT 6:4
-Prayer to be offered in MAT 6:6
-Of others not to be divulged PRO 25:9; MAT 18:15
-UNCLASSIFIED SCRIPTURES RELATING TO DEU 29:29; 31:21; 1SA 16:7; 2SA 7:20; 2KI 19:27; PSA 25:14; 44:21; 90:8; ECC 12:14; DAN 2:28,47; AMO 3:7; MRK 4:22; LUK 8:16,17; ROM 2:16; 1CO 4:5; HEB 4:12,13
     -See MYSTERY"
S,SECRETARY (RECORDIST),"-General scriptures concerning 2SA 8:17; 20:24; 1KI 4:3; 2KI 12:10-12; 18:18,37; 22:1-14; 1CH 27:32; EST 3:12; 8:9
-Military 2KI 25:19; 2CH 26:11
-See AMANUENSIS
-See SCRIBE"
S,SECUNDUS,"-(A Thessalonian Christian)
-Accompanies Paul from Corinth ACT 20:4-6"
S,SECURITY,"-FOR DEBT
     -See DEBT
-See SURETY
-FALSE
     -From the evils of sin; promises peace and a long life JOB 29:18
     -Is ignorant of God and truth PSA 10:4; 50:21
     -Trusts in lies ISA 28:15; REV 3:17
     -Is inconsiderate and forgetful ISA 47:7
     -Relies on earthly treasures JER 49:4,16
     -Is deceived by pride OBA 1:3; REV 18:7
     -Puts off the evil day AMO 6:3
     -Leads to increased guilt ECC 8:11
     -Its refuges will be scattered ISA 28:17
     -Ruin will overtake it ISA 47:9; AMO 9:10
     -God is against it JER 21:13; EZK 39:6; AMO 6:1
     -See CONFIDENCE, FALSE
     -See SELF-DECEPTION
     -See SELF-DELUSION"
S,SEDITION,"-Charged against Paul ACT 24:5
-How punished ACT 5:36,37"
S,SEDUCTION,"-General scriptures concerning 2TI 3:6,13
-Laws concerning EXO 22:16,17; DEU 22:23-29
-See RAPE
-INSTANCES OF
     -Of Dinah GEN 34:2
     -Of Tamar 2SA 13:1-14"
S,SEED,"-Every herb, tree, and grass, yields its own GEN 1:11,12,29
-Each kind has its own body 1CO 15:38
-Not to be mingled in sowing LEV 19:19; DEU 22:9
-Parables concerning MAT 13; LUK 8
-Illustrative ECC 11:6; HOS 10:12; 2CO 9:6; GAL 6:7,8
-Sowing of, type of burial of the body 1CO 15:36-38"
S,SEEKERS,"-General scriptures concerning GEN 49:18; DEU 4:29; 1CH 16:11; 22:19; 28:9; 2CH 11:16; 15:2,12,13; 26:5; 30:18,19; 31:21; EZR 8:22; JOB 5:8; 8:5,6; PSA 9:10; 14:2; 17:1,2; 22:26; 24:3-6; 25:5,15; 27:4,8,14; 33:20; 34:4,10; 40:1-4; 42:1-4; 63:1-8; 69:32; 70:4,5; 77:1-9; 78:34; 81:10; 83:16; 84:2; 105:4; 119:2,10; 130:5,6; 143:6; 145:18,19; PRO 2:3-5; 8:17,34; 28:5; So 3:1-4; ISA 8:19; 26:8,9; 44:3,4; 45:19,22; 49:9-12,23; 51:1; 55:6,7; 59:20; 61:1-3; JER 29:13; 42:3; 50:4; LAM 3:25,26,41; EZK 18:21-23; DAN 9:3; HOS 3:5; 5:15; 10:12; JOL 2:12,13; AMO 5:4-6,8,14; 8:12; ZEP 2:3; ZEC 8:20-23; MAT 5:6; 6:33; 7:7-12; LUK 6:21; 11:9-13; 13:24; 14:26-33; 16:16; JHN 6:37; ACT 2:21; 17:27; ROM 3:11; 10:13; HEB 7:25; 9:28; 11:6; JAS 4:8; REV 3:20; 21:6; 22:17
-See BACKSLIDERS
-See PENITENTS
-See SIN, CONFESSION OF
-See SIN, FORGIVENESS OF
-INSTANCES OF
     -Asa 2CH 14:7
     -Jehoshaphat 2CH 17:3,4
     -Uzziah 2CH 26:5
     -Hezekiah 2CH 31:21
     -Josiah 2CH 34:3
     -Ezra EZR 7:10
     -David PSA 34:4
     -Daniel DAN 9:3,4
     -The Magi MAT 2:1,2
     -See PENITENT
     -See ZEAL"
S,SEER,-See PROPHET
S,SEGUB,"-1. Son of Hiel, the rebuilder of Jericho 1KI 16:34
-2. Grandson of Judah 1CH 2:4,5,21,22"
S,SEIR,"-1. A range of hills southwest of the Dead Sea DEU 1:2
     -Along the route from Horeb to Kadesh-barnea DEU 1:1,2
     -The people of Israel travel by DEU 1:2; 2:1; 33:2
     -Originally inhabited by Horites GEN 14:6; 36:20-30; DEU 2:12
     -Later inhabited by the descendants of Esau after they destroyed the Horim people DEU 2:12,22; with GEN 32:3; 33:14,16; 36:8,9; NUM 24:18; DEU 2:4,5
     -The southern boundary of the conquests of Joshua JOS 11:15-18
-2. A Horite chief GEN 36:20,21; 1CH 1:38"
S,SEIRATH,-A city of unknown location JDG 3:26
S,SEIZIN,"-(Of real property)
-See LAND"
S,SELA,"-Also called SELAH
-A city in the country of Edom 2KI 14:7; ISA 16:1"
S,SELA-HAMMAHLEKOTH,-A rock in the wilderness of Maon 1SA 23:28
S,SELED,-A descendant of Jerahmeel 1CH 2:30
S,SELEUCIA,"-(A city of Syria beside the Mediterranean Sea)
-Paul visits ACT 13:4"
S,SELF-CONDEMNATION,"-General scriptures concerning 2SA 24:17; 1KI 8:31,32; JOB 9:20; PRO 5:12,13; MAT 21:33-41; 23:31; 25:24-27; MRK 12:1-12; LUK 19:21,22; JHN 8:9; ACT 22:24; ROM 2:1
-See SELF-INCRIMINATION
-See REMORSE
-See REPENTANCE
-INSTANCES OF
     -Achan JOS 7:19-25
     -David 2SA 12:5-7
     -Ahab 1KI 20:39-42"
S,SELF-CONFIDENCE,"-See CONFIDENCE, FALSE"
S,SELF-CONTROL,"-Of Saul 1SA 10:27
-Of David 1SA 24:1-15; 26:1-20
-Of Jesus MAT 26:62,63; 27:12-14
-See ABSTINENCE, TOTAL
-See GRACES, CHRISTIAN
-See PATIENCE
-See TACT
-See also, [3546]RASHNESS"
S,SELF-INCRIMINATION,"-General scriptures concerning NUM 5:11-27; 1KI 8:31,32; ACT 22:24
-See SELF-CONDEMNATION
-INSTANCES OF
     -Achan JOS 7:19-25"
S,SELF-DECEPTION,"-General scriptures concerning JAS 1:26
-See CONFIDENCE, FALSE
-See SECURITY, FALSE"
S,SELF-DEFENSE,-Accused persons heard in MAT 27:11-14; MRK 15:2-5; LUK 23:3; JHN 7:51; ACT 2:37-40; 22; 23; 24:10-21; 26
S,SELF-DELUSION,"-A characteristic of wicked people PSA 49:18
-Prosperity frequently leads to PSA 30:6; HOS 12:8; LUK 12:17-19
-Obstinate sinners often given up to PSA 81:11,12; HOS 4:17; 2TH 2:10,11
-Exhibited in thinking that
     -Our own ways are right PRO 14:12
     -We should adhere to established wicked practices JER 44:17
     -We are pure PRO 30:12
     -We are better than others LUK 18:11
     -We are rich in spiritual things REV 3:17
     -We may have peace while in sin DEU 29:19
     -We are above adversity PSA 10:6
     -Gifts entitle us to go to heaven MAT 7:21,22
     -Privileges entitle us to enter heaven MAT 3:9; LUK 13:25,26
     -God will not punish our sins JER 5:12
     -Christ will not come to condemn us 2PE 3:4
     -Our lives will be prolonged ISA 56:12; LUK 12:19; JAS 4:13
-Frequently persevered in, to the end MAT 7:22; 25:11,12; LUK 13:24,25
-Fatal consequences of MAT 7:23; 24:48-51; LUK 12:20; 1TH 5:3
-EXEMPLIFIED
     -Ahab 1KI 20:27,34
     -Israelites HOS 12:8
     -Jews JHN 8:33,41
     -The Laodicean congregation REV 3:17
     -See CONFIDENCE, FALSE
     -See SECURITY, FALSE"
