person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Jorah_1:Jacob_1:4064,4064,Jorah_1,descendant,Jacob_1,inferred,EZR 2:18,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Hashum_1:4065,4065,Jacob_1,ancestor,Hashum_1,explicit,EZR 2:19,"based on the ""of Israel"" of EZR 2:2"
Hashum_1:Jacob_1:4066,4066,Hashum_1,descendant,Jacob_1,inferred,EZR 2:19,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Gibbar_1:4067,4067,Jacob_1,ancestor,Gibbar_1,explicit,EZR 2:20,"based on the ""of Israel"" of EZR 2:2"
Gibbar_1:Jacob_1:4068,4068,Gibbar_1,descendant,Jacob_1,inferred,EZR 2:20,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Azmaveth_4:4069,4069,Jacob_1,ancestor,Azmaveth_4,explicit,EZR 2:24,"based on the ""of Israel"" of EZR 2:2"
Azmaveth_4:Jacob_1:4070,4070,Azmaveth_4,descendant,Jacob_1,inferred,EZR 2:24,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Nebo_1:4071,4071,Jacob_1,ancestor,Nebo_1,explicit,EZR 2:29,"based on the ""of Israel"" of EZR 2:2"
Nebo_1:Jacob_1:4072,4072,Nebo_1,descendant,Jacob_1,inferred,EZR 2:29,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Magbish_1:4073,4073,Jacob_1,ancestor,Magbish_1,explicit,EZR 2:30,"based on the ""of Israel"" of EZR 2:2"
Magbish_1:Jacob_1:4074,4074,Magbish_1,descendant,Jacob_1,inferred,EZR 2:30,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Elam_5:4075,4075,Jacob_1,ancestor,Elam_5,explicit,EZR 2:31,"based on the ""of Israel"" of EZR 2:2"
Elam_5:Jacob_1:4076,4076,Elam_5,descendant,Jacob_1,inferred,EZR 2:31,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Harim_2:4077,4077,Jacob_1,ancestor,Harim_2,explicit,EZR 2:32,"based on the ""of Israel"" of EZR 2:2"
Harim_2:Jacob_1:4078,4078,Harim_2,descendant,Jacob_1,inferred,EZR 2:32,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Lod_1:4079,4079,Jacob_1,ancestor,Lod_1,explicit,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Lod_1:Jacob_1:4080,4080,Lod_1,descendant,Jacob_1,inferred,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Hadid_1:4081,4081,Jacob_1,ancestor,Hadid_1,explicit,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Hadid_1:Jacob_1:4082,4082,Hadid_1,descendant,Jacob_1,inferred,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Ono_1:4083,4083,Jacob_1,ancestor,Ono_1,explicit,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Ono_1:Jacob_1:4084,4084,Ono_1,descendant,Jacob_1,inferred,EZR 2:33,"based on the ""of Israel"" of EZR 2:2"
Jacob_1:Senaah_1:4085,4085,Jacob_1,ancestor,Senaah_1,explicit,EZR 2:35,"based on the ""of Israel"" of EZR 2:2"
Senaah_1:Jacob_1:4086,4086,Senaah_1,descendant,Jacob_1,inferred,EZR 2:35,"based on the ""of Israel"" of EZR 2:2"
Aaron_1:Harim_3:4087,4087,Aaron_1,ancestor,Harim_3,inferred,EZR 2:39,called out as priest (descendant of Aaron) in NEH 10:8
Harim_3:Aaron_1:4088,4088,Harim_3,descendant,Aaron_1,explicit,EZR 2:39,called out as priest (descendant of Aaron) in NEH 10:8
Hodaviah_5:Jeshua_5:4089,4089,Hodaviah_5,ancestor,Jeshua_5,explicit,EZR 2:40,
Jeshua_5:Hodaviah_5:4090,4090,Jeshua_5,descendant,Hodaviah_5,inferred,EZR 2:40,
Hodaviah_5:Kadmiel_1:4091,4091,Hodaviah_5,ancestor,Kadmiel_1,explicit,EZR 2:40,
Kadmiel_1:Hodaviah_5:4092,4092,Kadmiel_1,descendant,Hodaviah_5,inferred,EZR 2:40,
Levi_1:Hodaviah_5:4093,4093,Levi_1,ancestor,Hodaviah_5,explicit,EZR 2:40,
Hodaviah_5:Levi_1:4094,4094,Hodaviah_5,descendant,Levi_1,inferred,EZR 2:40,
Levi_1:Ater_2:4095,4095,Levi_1,ancestor,Ater_2,explicit,EZR 2:42,Levitical gatekeepers
Ater_2:Levi_1:4096,4096,Ater_2,descendant,Levi_1,inferred,EZR 2:42,Levitical gatekeepers
Levi_1:Hatita_1:4097,4097,Levi_1,ancestor,Hatita_1,explicit,EZR 2:42,Levitical gatekeepers
Hatita_1:Levi_1:4098,4098,Hatita_1,descendant,Levi_1,inferred,EZR 2:42,Levitical gatekeepers
Levi_1:Shobai_1:4099,4099,Levi_1,ancestor,Shobai_1,explicit,EZR 2:42,Levitical gatekeepers
Shobai_1:Levi_1:4100,4100,Shobai_1,descendant,Levi_1,inferred,EZR 2:42,Levitical gatekeepers
Levi_1:Ziha_1:4101,4101,Levi_1,ancestor,Ziha_1,explicit,EZR 2:43,Levitical temple servants (EZR 2:43)
Ziha_1:Levi_1:4102,4102,Ziha_1,descendant,Levi_1,inferred,EZR 2:43,Levitical temple servants (EZR 2:43)
Levi_1:Hasupha_1:4103,4103,Levi_1,ancestor,Hasupha_1,explicit,EZR 2:43,Levitical temple servants (EZR 2:43)
Hasupha_1:Levi_1:4104,4104,Hasupha_1,descendant,Levi_1,inferred,EZR 2:43,Levitical temple servants (EZR 2:43)
Levi_1:Tabbaoth_1:4105,4105,Levi_1,ancestor,Tabbaoth_1,explicit,EZR 2:43,Levitical temple servants (EZR 2:43)
Tabbaoth_1:Levi_1:4106,4106,Tabbaoth_1,descendant,Levi_1,inferred,EZR 2:43,Levitical temple servants (EZR 2:43)
Levi_1:Keros_1:4107,4107,Levi_1,ancestor,Keros_1,explicit,EZR 2:44,Levitical temple servants (EZR 2:43)
Keros_1:Levi_1:4108,4108,Keros_1,descendant,Levi_1,inferred,EZR 2:44,Levitical temple servants (EZR 2:43)
Levi_1:Siaha_1:4109,4109,Levi_1,ancestor,Siaha_1,explicit,EZR 2:44,Levitical temple servants (EZR 2:43)
Siaha_1:Levi_1:4110,4110,Siaha_1,descendant,Levi_1,inferred,EZR 2:44,Levitical temple servants (EZR 2:43)
Levi_1:Padon_1:4111,4111,Levi_1,ancestor,Padon_1,explicit,EZR 2:44,Levitical temple servants (EZR 2:43)
Padon_1:Levi_1:4112,4112,Padon_1,descendant,Levi_1,inferred,EZR 2:44,Levitical temple servants (EZR 2:43)
Levi_1:Lebanah_1:4113,4113,Levi_1,ancestor,Lebanah_1,explicit,EZR 2:45,Levitical temple servants (EZR 2:43)
Lebanah_1:Levi_1:4114,4114,Lebanah_1,descendant,Levi_1,inferred,EZR 2:45,Levitical temple servants (EZR 2:43)
Levi_1:Hagabah_1:4115,4115,Levi_1,ancestor,Hagabah_1,explicit,EZR 2:45,Levitical temple servants (EZR 2:43)
Hagabah_1:Levi_1:4116,4116,Hagabah_1,descendant,Levi_1,inferred,EZR 2:45,Levitical temple servants (EZR 2:43)
Levi_1:Akkub_3:4117,4117,Levi_1,ancestor,Akkub_3,explicit,EZR 2:45,Levitical temple servants (EZR 2:43)
Akkub_3:Levi_1:4118,4118,Akkub_3,descendant,Levi_1,inferred,EZR 2:45,Levitical temple servants (EZR 2:43)
Levi_1:Hagab_1:4119,4119,Levi_1,ancestor,Hagab_1,explicit,EZR 2:46,Levitical temple servants (EZR 2:43)
Hagab_1:Levi_1:4120,4120,Hagab_1,descendant,Levi_1,inferred,EZR 2:46,Levitical temple servants (EZR 2:43)
Levi_1:Shalmai_1:4121,4121,Levi_1,ancestor,Shalmai_1,explicit,EZR 2:46,Levitical temple servants (EZR 2:43)
Shalmai_1:Levi_1:4122,4122,Shalmai_1,descendant,Levi_1,inferred,EZR 2:46,Levitical temple servants (EZR 2:43)
Levi_1:Hanan_4:4123,4123,Levi_1,ancestor,Hanan_4,explicit,EZR 2:46,Levitical temple servants (EZR 2:43)
Hanan_4:Levi_1:4124,4124,Hanan_4,descendant,Levi_1,inferred,EZR 2:46,Levitical temple servants (EZR 2:43)
Levi_1:Giddel_1:4125,4125,Levi_1,ancestor,Giddel_1,explicit,EZR 2:47,Levitical temple servants (EZR 2:43)
Giddel_1:Levi_1:4126,4126,Giddel_1,descendant,Levi_1,inferred,EZR 2:47,Levitical temple servants (EZR 2:43)
Levi_1:Gahar_1:4127,4127,Levi_1,ancestor,Gahar_1,explicit,EZR 2:47,Levitical temple servants (EZR 2:43)
Gahar_1:Levi_1:4128,4128,Gahar_1,descendant,Levi_1,inferred,EZR 2:47,Levitical temple servants (EZR 2:43)
Levi_1:Reaiah_3:4129,4129,Levi_1,ancestor,Reaiah_3,explicit,EZR 2:47,Levitical temple servants (EZR 2:43)
Reaiah_3:Levi_1:4130,4130,Reaiah_3,descendant,Levi_1,inferred,EZR 2:47,Levitical temple servants (EZR 2:43)
Levi_1:Rezin_2:4131,4131,Levi_1,ancestor,Rezin_2,explicit,EZR 2:48,Levitical temple servants (EZR 2:43)
Rezin_2:Levi_1:4132,4132,Rezin_2,descendant,Levi_1,inferred,EZR 2:48,Levitical temple servants (EZR 2:43)
Levi_1:Nekoda_1:4133,4133,Levi_1,ancestor,Nekoda_1,explicit,EZR 2:48,Levitical temple servants (EZR 2:43)
Nekoda_1:Levi_1:4134,4134,Nekoda_1,descendant,Levi_1,inferred,EZR 2:48,Levitical temple servants (EZR 2:43)
Levi_1:Gazzam_1:4135,4135,Levi_1,ancestor,Gazzam_1,explicit,EZR 2:48,Levitical temple servants (EZR 2:43)
Gazzam_1:Levi_1:4136,4136,Gazzam_1,descendant,Levi_1,inferred,EZR 2:48,Levitical temple servants (EZR 2:43)
Levi_1:Uzza_2:4137,4137,Levi_1,ancestor,Uzza_2,explicit,EZR 2:49,Levitical temple servants (EZR 2:43)
Uzza_2:Levi_1:4138,4138,Uzza_2,descendant,Levi_1,inferred,EZR 2:49,Levitical temple servants (EZR 2:43)
Levi_1:Paseah_2:4139,4139,Levi_1,ancestor,Paseah_2,explicit,EZR 2:49,Levitical temple servants (EZR 2:43)
Paseah_2:Levi_1:4140,4140,Paseah_2,descendant,Levi_1,inferred,EZR 2:49,Levitical temple servants (EZR 2:43)
Levi_1:Besai_1:4141,4141,Levi_1,ancestor,Besai_1,explicit,EZR 2:49,Levitical temple servants (EZR 2:43)
Besai_1:Levi_1:4142,4142,Besai_1,descendant,Levi_1,inferred,EZR 2:49,Levitical temple servants (EZR 2:43)
Levi_1:Asnah_1:4143,4143,Levi_1,ancestor,Asnah_1,explicit,EZR 2:50,Levitical temple servants (EZR 2:43)
Asnah_1:Levi_1:4144,4144,Asnah_1,descendant,Levi_1,inferred,EZR 2:50,Levitical temple servants (EZR 2:43)
Levi_1:Meunim_1:4145,4145,Levi_1,ancestor,Meunim_1,explicit,EZR 2:50,Levitical temple servants (EZR 2:43)
Meunim_1:Levi_1:4146,4146,Meunim_1,descendant,Levi_1,inferred,EZR 2:50,Levitical temple servants (EZR 2:43)
Levi_1:Nephisim_1:4147,4147,Levi_1,ancestor,Nephisim_1,explicit,EZR 2:50,Levitical temple servants (EZR 2:43)
Nephisim_1:Levi_1:4148,4148,Nephisim_1,descendant,Levi_1,inferred,EZR 2:50,Levitical temple servants (EZR 2:43)
Levi_1:Bakbuk_1:4149,4149,Levi_1,ancestor,Bakbuk_1,explicit,EZR 2:51,Levitical temple servants (EZR 2:43)
Bakbuk_1:Levi_1:4150,4150,Bakbuk_1,descendant,Levi_1,inferred,EZR 2:51,Levitical temple servants (EZR 2:43)
Levi_1:Hakupha_1:4151,4151,Levi_1,ancestor,Hakupha_1,explicit,EZR 2:51,Levitical temple servants (EZR 2:43)
Hakupha_1:Levi_1:4152,4152,Hakupha_1,descendant,Levi_1,inferred,EZR 2:51,Levitical temple servants (EZR 2:43)
Levi_1:Harhur_1:4153,4153,Levi_1,ancestor,Harhur_1,explicit,EZR 2:51,Levitical temple servants (EZR 2:43)
Harhur_1:Levi_1:4154,4154,Harhur_1,descendant,Levi_1,inferred,EZR 2:51,Levitical temple servants (EZR 2:43)
Levi_1:Bazluth_1:4155,4155,Levi_1,ancestor,Bazluth_1,explicit,EZR 2:52,Levitical temple servants (EZR 2:43)
Bazluth_1:Levi_1:4156,4156,Bazluth_1,descendant,Levi_1,inferred,EZR 2:52,Levitical temple servants (EZR 2:43)
Levi_1:Mehida_1:4157,4157,Levi_1,ancestor,Mehida_1,explicit,EZR 2:52,Levitical temple servants (EZR 2:43)
Mehida_1:Levi_1:4158,4158,Mehida_1,descendant,Levi_1,inferred,EZR 2:52,Levitical temple servants (EZR 2:43)
Levi_1:Harsha_1:4159,4159,Levi_1,ancestor,Harsha_1,explicit,EZR 2:52,Levitical temple servants (EZR 2:43)
Harsha_1:Levi_1:4160,4160,Harsha_1,descendant,Levi_1,inferred,EZR 2:52,Levitical temple servants (EZR 2:43)
Levi_1:Barkos_1:4161,4161,Levi_1,ancestor,Barkos_1,explicit,EZR 2:53,Levitical temple servants (EZR 2:43)
Barkos_1:Levi_1:4162,4162,Barkos_1,descendant,Levi_1,inferred,EZR 2:53,Levitical temple servants (EZR 2:43)
Levi_1:Sisera_3:4163,4163,Levi_1,ancestor,Sisera_3,explicit,EZR 2:53,Levitical temple servants (EZR 2:43)
Sisera_3:Levi_1:4164,4164,Sisera_3,descendant,Levi_1,inferred,EZR 2:53,Levitical temple servants (EZR 2:43)
Levi_1:Temah_1:4165,4165,Levi_1,ancestor,Temah_1,explicit,EZR 2:53,Levitical temple servants (EZR 2:43)
Temah_1:Levi_1:4166,4166,Temah_1,descendant,Levi_1,inferred,EZR 2:53,Levitical temple servants (EZR 2:43)
Levi_1:Neziah_1:4167,4167,Levi_1,ancestor,Neziah_1,explicit,EZR 2:54,Levitical temple servants (EZR 2:43)
Neziah_1:Levi_1:4168,4168,Neziah_1,descendant,Levi_1,inferred,EZR 2:54,Levitical temple servants (EZR 2:43)
Levi_1:Hatipha_1:4169,4169,Levi_1,ancestor,Hatipha_1,explicit,EZR 2:54,Levitical temple servants (EZR 2:43)
Hatipha_1:Levi_1:4170,4170,Hatipha_1,descendant,Levi_1,inferred,EZR 2:54,Levitical temple servants (EZR 2:43)
Jozadak_1:Jeshua_3:4171,4171,Jozadak_1,father,Jeshua_3,inferred,EZR 3:2,
Jeshua_3:Jozadak_1:4172,4172,Jeshua_3,son,Jozadak_1,explicit,EZR 3:2,
Aaron_1:Jozadak_1:4173,4173,Aaron_1,ancestor,Jozadak_1,inferred,EZR 3:2,"""the priests"" rather than ""Levites"" (EZR 3:2)"
Jozadak_1:Aaron_1:4174,4174,Jozadak_1,descendant,Aaron_1,inferred,EZR 3:2,"""the priests"" rather than ""Levites"" (EZR 3:2)"
Levi_1:Shealtiel_2:4175,4175,Levi_1,ancestor,Shealtiel_2,inferred,EZR 3:2,
Shealtiel_2:Levi_1:4176,4176,Shealtiel_2,descendant,Levi_1,inferred,EZR 3:2,
Jacob_1:Haggai_1:4177,4177,Jacob_1,ancestor,Haggai_1,inferred,EZR 5:1,
Haggai_1:Jacob_1:4178,4178,Haggai_1,descendant,Jacob_1,inferred,EZR 5:1,
Iddo_5:Zechariah_15:4179,4179,Iddo_5,grandfather,Zechariah_15,inferred,EZR 5:1,"EZR 5:1 indicates ""son"", however, ZEC 1:1 indicates ""grandson"""
Zechariah_15:Iddo_5:4180,4180,Zechariah_15,grandson,Iddo_5,explicit,EZR 5:1,"EZR 5:1 indicates ""son"", however, ZEC 1:1 indicates ""grandson"""
Jacob_1:Iddo_5:4181,4181,Jacob_1,ancestor,Iddo_5,inferred,EZR 5:1,
Iddo_5:Jacob_1:4182,4182,Iddo_5,descendant,Jacob_1,inferred,EZR 5:1,
Seraiah_2:Ezra_1:4183,4183,Seraiah_2,ancestor,Ezra_1,inferred,EZR 7:1,"""father"" or ""ancestor""?"
Ezra_1:Seraiah_2:4184,4184,Ezra_1,descendant,Seraiah_2,explicit,EZR 7:1,"""son"" or ""descendant""?"
Phinehas_1:Gershom_3:4185,4185,Phinehas_1,ancestor,Gershom_3,inferred,EZR 8:2,
Gershom_3:Phinehas_1:4186,4186,Gershom_3,descendant,Phinehas_1,explicit,EZR 8:2,
Ithamar_1:Daniel_1:4187,4187,Ithamar_1,ancestor,Daniel_1,inferred,EZR 8:2,
Daniel_1:Ithamar_1:4188,4188,Daniel_1,descendant,Ithamar_1,explicit,EZR 8:2,
Pahath-moab_1:Zerahiah_2:4189,4189,Pahath-moab_1,ancestor,Zerahiah_2,inferred,EZR 8:4,
Zerahiah_2:Pahath-moab_1:4190,4190,Zerahiah_2,descendant,Pahath-moab_1,explicit,EZR 8:4,
Zerahiah_2:Eliehoenai_2:4191,4191,Zerahiah_2,father,Eliehoenai_2,inferred,EZR 8:4,
Eliehoenai_2:Zerahiah_2:4192,4192,Eliehoenai_2,son,Zerahiah_2,explicit,EZR 8:4,
Zattu_1:Jahaziel_4:4193,4193,Zattu_1,ancestor,Jahaziel_4,inferred,EZR 8:5,
Jahaziel_4:Zattu_1:4194,4194,Jahaziel_4,descendant,Zattu_1,explicit,EZR 8:5,
Jahaziel_4:Shecaniah_4:4195,4195,Jahaziel_4,father,Shecaniah_4,inferred,EZR 8:5,
Shecaniah_4:Jahaziel_4:4196,4196,Shecaniah_4,son,Jahaziel_4,explicit,EZR 8:5,
Adin_1:Jonathan_8:4197,4197,Adin_1,ancestor,Jonathan_8,inferred,EZR 8:6,
Jonathan_8:Adin_1:4198,4198,Jonathan_8,descendant,Adin_1,explicit,EZR 8:6,
Jonathan_8:Ebed_2:4199,4199,Jonathan_8,father,Ebed_2,inferred,EZR 8:6,
Ebed_2:Jonathan_8:4200,4200,Ebed_2,son,Jonathan_8,explicit,EZR 8:6,
Elam_4:Athaliah_3:4201,4201,Elam_4,ancestor,Athaliah_3,inferred,EZR 8:7,
Athaliah_3:Elam_4:4202,4202,Athaliah_3,descendant,Elam_4,explicit,EZR 8:7,
Athaliah_3:Jeshaiah_3:4203,4203,Athaliah_3,father,Jeshaiah_3,inferred,EZR 8:7,
Jeshaiah_3:Athaliah_3:4204,4204,Jeshaiah_3,son,Athaliah_3,explicit,EZR 8:7,
Shephatiah_5:Michael_8:4205,4205,Shephatiah_5,ancestor,Michael_8,inferred,EZR 8:8,
Michael_8:Shephatiah_5:4206,4206,Michael_8,descendant,Shephatiah_5,explicit,EZR 8:8,
Michael_8:Zebadiah_8:4207,4207,Michael_8,father,Zebadiah_8,inferred,EZR 8:8,
Zebadiah_8:Michael_8:4208,4208,Zebadiah_8,son,Michael_8,explicit,EZR 8:8,
Joab_3:Jehiel_5:4209,4209,Joab_3,ancestor,Jehiel_5,inferred,EZR 8:9,
Jehiel_5:Joab_3:4210,4210,Jehiel_5,descendant,Joab_3,explicit,EZR 8:9,
Jehiel_5:Obadiah_9:4211,4211,Jehiel_5,father,Obadiah_9,inferred,EZR 8:9,
Obadiah_9:Jehiel_5:4212,4212,Obadiah_9,son,Jehiel_5,explicit,EZR 8:9,
Bani_4:Josiphiah_1:4213,4213,Bani_4,ancestor,Josiphiah_1,inferred,EZR 8:10,
Josiphiah_1:Bani_4:4214,4214,Josiphiah_1,descendant,Bani_4,explicit,EZR 8:10,
Josiphiah_1:Shelomith_4:4215,4215,Josiphiah_1,father,Shelomith_4,inferred,EZR 8:10,
Shelomith_4:Josiphiah_1:4216,4216,Shelomith_4,son,Josiphiah_1,explicit,EZR 8:10,
Bebai_1:Zechariah_16:4217,4217,Bebai_1,father,Zechariah_16,inferred,EZR 8:11,
Zechariah_16:Bebai_1:4218,4218,Zechariah_16,son,Bebai_1,explicit,EZR 8:11,
Azgad_1:Hakkatan_1:4219,4219,Azgad_1,ancestor,Hakkatan_1,inferred,EZR 8:12,
Hakkatan_1:Azgad_1:4220,4220,Hakkatan_1,descendant,Azgad_1,explicit,EZR 8:12,
Hakkatan_1:Johanan_10:4221,4221,Hakkatan_1,father,Johanan_10,inferred,EZR 8:12,
Johanan_10:Hakkatan_1:4222,4222,Johanan_10,son,Hakkatan_1,explicit,EZR 8:12,
Adonikam_1:Eliphelet_5:4223,4223,Adonikam_1,ancestor,Eliphelet_5,inferred,EZR 8:13,
Eliphelet_5:Adonikam_1:4224,4224,Eliphelet_5,descendant,Adonikam_1,explicit,EZR 8:13,
Adonikam_1:Jeuel_2:4225,4225,Adonikam_1,ancestor,Jeuel_2,inferred,EZR 8:13,
Jeuel_2:Adonikam_1:4226,4226,Jeuel_2,descendant,Adonikam_1,explicit,EZR 8:13,
Adonikam_1:Shemaiah_13:4227,4227,Adonikam_1,ancestor,Shemaiah_13,inferred,EZR 8:13,
Shemaiah_13:Adonikam_1:4228,4228,Shemaiah_13,descendant,Adonikam_1,explicit,EZR 8:13,
Bigvai_1:Uthai_2:4229,4229,Bigvai_1,ancestor,Uthai_2,inferred,EZR 8:14,
Uthai_2:Bigvai_1:4230,4230,Uthai_2,descendant,Bigvai_1,explicit,EZR 8:14,
Bigvai_1:Zabbud_1:4231,4231,Bigvai_1,ancestor,Zabbud_1,inferred,EZR 8:14,
Zabbud_1:Bigvai_1:4232,4232,Zabbud_1,descendant,Bigvai_1,explicit,EZR 8:14,
Levi_1:Eliezer_7:4233,4233,Levi_1,ancestor,Eliezer_7,inferred,EZR 8:16,
Eliezer_7:Levi_1:4234,4234,Eliezer_7,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Ariel_2:4235,4235,Levi_1,ancestor,Ariel_2,inferred,EZR 8:16,
Ariel_2:Levi_1:4236,4236,Ariel_2,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Shemaiah_14:4237,4237,Levi_1,ancestor,Shemaiah_14,inferred,EZR 8:16,
Shemaiah_14:Levi_1:4238,4238,Shemaiah_14,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Elnathan_2:4239,4239,Levi_1,ancestor,Elnathan_2,inferred,EZR 8:16,
Elnathan_2:Levi_1:4240,4240,Elnathan_2,descendant,Levi_1,explicit,EZR 8:16,
Aaron_1:Jarib_1:4241,4241,Aaron_1,ancestor,Jarib_1,inferred,EZR 8:16,Listed among the priests who married foreign wives (EZR 10:18)
Jarib_1:Aaron_1:4242,4242,Jarib_1,descendant,Aaron_1,explicit,EZR 8:16,Listed among the priests who married foreign wives (EZR 10:18)
Levi_1:Elnathan_3:4243,4243,Levi_1,ancestor,Elnathan_3,inferred,EZR 8:16,
Elnathan_3:Levi_1:4244,4244,Elnathan_3,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Nathan_7:4245,4245,Levi_1,ancestor,Nathan_7,inferred,EZR 8:16,
Nathan_7:Levi_1:4246,4246,Nathan_7,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Zechariah_17:4247,4247,Levi_1,ancestor,Zechariah_17,inferred,EZR 8:16,
Zechariah_17:Levi_1:4248,4248,Zechariah_17,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Meshullam_8:4249,4249,Levi_1,ancestor,Meshullam_8,inferred,EZR 8:16,
Meshullam_8:Levi_1:4250,4250,Meshullam_8,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Joiarib_1:4251,4251,Levi_1,ancestor,Joiarib_1,inferred,EZR 8:16,
Joiarib_1:Levi_1:4252,4252,Joiarib_1,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Elnathan_4:4253,4253,Levi_1,ancestor,Elnathan_4,inferred,EZR 8:16,
Elnathan_4:Levi_1:4254,4254,Elnathan_4,descendant,Levi_1,explicit,EZR 8:16,
Levi_1:Iddo_6:4255,4255,Levi_1,ancestor,Iddo_6,inferred,EZR 8:17,
Iddo_6:Levi_1:4256,4256,Iddo_6,descendant,Levi_1,explicit,EZR 8:17,
Mahli_1:Sherebiah_1:4257,4257,Mahli_1,ancestor,Sherebiah_1,inferred,EZR 8:18,
Sherebiah_1:Mahli_1:4258,4258,Sherebiah_1,descendant,Mahli_1,explicit,EZR 8:18,
Merari_1:Hashabiah_4:4259,4259,Merari_1,ancestor,Hashabiah_4,inferred,EZR 8:19,
Hashabiah_4:Merari_1:4260,4260,Hashabiah_4,descendant,Merari_1,explicit,EZR 8:19,
Merari_1:Jeshaiah_4:4261,4261,Merari_1,ancestor,Jeshaiah_4,inferred,EZR 8:19,
Jeshaiah_4:Merari_1:4262,4262,Jeshaiah_4,descendant,Merari_1,explicit,EZR 8:19,
Uriah_2:Meremoth_1:4263,4263,Uriah_2,father,Meremoth_1,inferred,EZR 8:33,
Meremoth_1:Uriah_2:4264,4264,Meremoth_1,son,Uriah_2,explicit,EZR 8:33,
Aaron_1:Uriah_2:4265,4265,Aaron_1,ancestor,Uriah_2,inferred,EZR 8:33,
Uriah_2:Aaron_1:4266,4266,Uriah_2,descendant,Aaron_1,explicit,EZR 8:33,
Phinehas_1:Eleazar_6:4267,4267,Phinehas_1,ancestor,Eleazar_6,inferred,EZR 8:33,
Eleazar_6:Phinehas_1:4268,4268,Eleazar_6,descendant,Phinehas_1,explicit,EZR 8:33,
Jeshua_3:Jozabad_5:4269,4269,Jeshua_3,father,Jozabad_5,inferred,EZR 8:33,
Jozabad_5:Jeshua_3:4270,4270,Jozabad_5,son,Jeshua_3,explicit,EZR 8:33,
Binnui_1:Noadiah_1:4271,4271,Binnui_1,father,Noadiah_1,inferred,EZR 8:33,
Noadiah_1:Binnui_1:4272,4272,Noadiah_1,son,Binnui_1,explicit,EZR 8:33,
Levi_1:Binnui_1:4273,4273,Levi_1,ancestor,Binnui_1,inferred,EZR 8:33,
Binnui_1:Levi_1:4274,4274,Binnui_1,descendant,Levi_1,explicit,EZR 8:33,
Jehiel_6:Shecaniah_5:4275,4275,Jehiel_6,father,Shecaniah_5,inferred,EZR 10:2,
Shecaniah_5:Jehiel_6:4276,4276,Shecaniah_5,son,Jehiel_6,explicit,EZR 10:2,
Elam_4:Jehiel_6:4277,4277,Elam_4,father,Jehiel_6,inferred,EZR 10:2,
Jehiel_6:Elam_4:4278,4278,Jehiel_6,son,Elam_4,explicit,EZR 10:2,
Eliashib_3:Jehohanan_1:4279,4279,Eliashib_3,father,Jehohanan_1,inferred,EZR 10:6,
Jehohanan_1:Eliashib_3:4280,4280,Jehohanan_1,son,Eliashib_3,explicit,EZR 10:6,
Asahel_4:Jonathan_9:4281,4281,Asahel_4,father,Jonathan_9,inferred,EZR 10:15,
Jonathan_9:Asahel_4:4282,4282,Jonathan_9,son,Asahel_4,explicit,EZR 10:15,
Tikvah_2:Jahzeiah_1:4283,4283,Tikvah_2,father,Jahzeiah_1,inferred,EZR 10:15,
Jahzeiah_1:Tikvah_2:4284,4284,Jahzeiah_1,son,Tikvah_2,explicit,EZR 10:15,
Levi_1:Shabbethai_1:4285,4285,Levi_1,ancestor,Shabbethai_1,inferred,EZR 10:15,
Shabbethai_1:Levi_1:4286,4286,Shabbethai_1,descendant,Levi_1,explicit,EZR 10:15,
Harim_1:Maaseiah_6:4287,4287,Harim_1,ancestor,Maaseiah_6,inferred,EZR 10:18,"Listed among the priests who married foreign wives (EZR 10:18, EZR 10:20)"
Maaseiah_6:Harim_1:4288,4288,Maaseiah_6,descendant,Harim_1,explicit,EZR 10:18,"Listed among the priests who married foreign wives (EZR 10:18, EZR 10:20)"
Aaron_1:Gedaliah_3:4289,4289,Aaron_1,ancestor,Gedaliah_3,inferred,EZR 10:18,Listed among the priests who married foreign wives (EZR 10:18)
Gedaliah_3:Aaron_1:4290,4290,Gedaliah_3,descendant,Aaron_1,explicit,EZR 10:18,Listed among the priests who married foreign wives (EZR 10:18)
