strongs_number,word,gloss,language,part_of_speech,gender,occurrences,first_occurrence,root_word,word_root_occurrence,first_root_number,first_root_hebrew,second_root_number,second_root_hebrew,third_root_number,third_root_hebrew
7453,רֵַע רֵיַע,"rea` (ray'-ah) (or reya' {ray'-ah}) n-m.
1. an associate (more or less close)
[from H7462]
KJV: brother, companion, fellow, friend, husband, lover, neighbour, X (an-)other. 
Root(s): H7462 ",H,noun,masculine,189,GEN 11:3,רעה,,7462,רעה,,,,
7454,רֵַע,"rea` (ray'-ah) n-m.
1. a thought (as association of ideas)
[from H7462]
KJV: thought. 
Root(s): H7462 ",H,noun,masculine,2,PSA 139:2,רעה,,7462,רעה,,,,
7455,רוַֹע,"roa` (ro'-ah) n-m.
1. badness (as marring), physically or morally
[from H7489]
KJV: X be so bad, badness, (X be so) evil, naughtiness, sadness, sorrow, wickedness. 
Root(s): H7489 ",H,noun,masculine,19,GEN 41:19,רעה,,7489,רעע,,,,
7456,רָעֵב,"ra`eb (raw-abe') v.
1. to hunger
[a primitive root]
KJV: (suffer to) famish, (be, have, suffer, suffer to) hunger(-ry). ",H,verb,,17,GEN 41:55,רעב,,,,,,,
7457,רָעֵב,"ra`eb (raw-abe') adj.
1. hungry (more or less intensely)
[from H7456]
KJV: hunger bitten, hungry. 
Root(s): H7456 ",H,adjective,,16,1SA 2:5,רעב,,7456,רעב,,,,
7458,רָעָב,"ra`ab (raw-awb') n-m.
1. hunger (more or less extensive)
[from H7456]
KJV: dearth, famine, + famished, hunger. 
Root(s): H7456 ",H,noun,masculine,101,GEN 12:10,רעב,,7456,רעב,,,,
7459,רְעָבוֹן,"rabown (reh-aw-bone') n-m.
1. famine
[from H7456]
KJV: famine. 
Root(s): H7456 ",H,noun,masculine,3,GEN 42:19,רעב,,7456,רעב,,,,
7460,רָעַד,"ra`ad (raw-ad') v.
1. tremble
[a primitive root]",H,verb,,3,EZR 10:9,רעד,,,,,,,
7461,רַעַד רֶעָדָה,"ra`ad (rah'-ad) (or (feminine) radah {reh-aw-daw'}) n-e.
1. a shudder
[from H7460]
KJV: trembling. 
Root(s): H7460 ",H,noun,,6,EXO 15:15,רעד,,7460,רעד,,,,
7462,רָעָה,"ra`ah (raw-aw') v.
1. to tend a flock i.e. pasture it
2. (intransitively, literally or figuratively) to graze
3. (generally) to rule
4. (by extension) to associate with (as a friend)
[a primitive root]
KJV: X break, companion, keep company with, devour, eat up, evil entreat, feed, use as a friend, make friendship with, herdman, keep (sheep)(-er), pastor, + shearing house, shepherd, wander, waste. ",H,verb,,164,GEN 4:2,רעה,,,,,,,
7463,רֵעֶה,"re`eh (ray-eh') n-m.
1. a (male) companion
[from H7462]
KJV: friend. 
Root(s): H7462 ",H,noun,masculine,3,2SA 15:37,רעה,,7462,רעה,,,,
7464,רֵעָה,"re`ah (ray'-aw) n-f.
1. a female associate
[feminine of H7453]
KJV: companion, fellow. 
Root(s): H7453 ",H,noun,feminine,2,JDG 11:38,,,7453,רע ריע,,,,
7465,רוֹעָה,"ro`ah (ro-aw') v.
1. breakage
[for H7455]
KJV: broken, utterly. 
Root(s): H7455 ",H,verb,,1,PRO 25:19,,,7455,רוע,,,,
7466,רְעוּ,"R`uw (reh-oo') n/p.
1. friend
2. Reu, a postdiluvian patriarch
[for H7471 in the sense of H7453]
KJV: Reu. 
Root(s): H7471, H7453 ",H,noun proper,,5,GEN 11:18,,,7471,רעי,7453,רע ריע,,
7467,רְעוּאֵל,"R`uw'el (reh-oo-ale') n/p.
1. friend of God
2. Reuel, the name of Moses' father-in-law, also of an Edomite and an Israelite
[from the same as H7466 and H410]
KJV: Raguel, Reuel. 
Root(s): H7466, H410 ",H,noun proper,,11,GEN 36:4,,,7466,רעו,410,אל,,
7468,רְעוּת,"r`uwth (reh-ooth') n-f.
1. a female associate
2. (generally) an additional one
[from H7462 in the sense of H7453]
KJV: + another, mate, neighbour. 
Root(s): H7462, H7453 ",H,noun,feminine,6,EXO 11:2,רעה,,7462,רעה,7453,רע ריע,,
7469,רְעוּת,"r`uwth (reh-ooth') n-m.
1. a feeding upon, i.e. grasping after
[probably from H7462]
KJV: vexation. 
Root(s): H7462 ",H,noun,masculine,7,ECC 1:14,רעה,,7462,רעה,,,,
7470,רְעוּת,"ruwth (reh-ooth') n-f.
1. desire
[(Aramaic) corresponding to H7469]
KJV: pleasure, will. 
Root(s): H7469 ",A,noun,feminine,2,EZR 5:17,,,7469,רעות,,,,
7471,רְעִי,"r`iy (reh-ee') n-m.
1. pasture
[from H7462]
KJV: pasture. 
Root(s): H7462 ",H,noun,masculine,1,1KI 4:23,רעה,,7462,רעה,,,,
7472,רֵעִי,"Re`iy (ray-ee') n/p.
1. social
2. Rei, an Israelite
[from H7453]
KJV: Rei. 
Root(s): H7453 ",H,noun proper,,1,1KI 1:8,,,7453,רע ריע,,,,
7473,רוֹעִי,"ro`iy (ro-ee') v.
1. pastoral
2. as noun, a shepherd
[from active participle of H7462]
KJV: shipherd. 
Root(s): H7462 ",H,verb,,11,GEN 13:7,רעה,,7462,רעה,,,,
7474,רַעיָה,"ra`yah (rah-yaw') n-f.
1. a female associate
[feminine of H7453]
KJV: fellow, love. 
Root(s): H7453 ",H,noun,feminine,10,JDG 11:37,,,7453,רע ריע,,,,
7475,רַעיוֹן,"ra`yown (rah-yone') n-m.
1. desire
[from H7462 in the sense of H7469]
KJV: vexation. 
Root(s): H7462, H7469 ",H,noun,masculine,3,ECC 1:17,רעה,,7462,רעה,7469,רְעות,,
7476,רַעיוֹן,"ra`yown (rah-yone') n-m.
1. a grasp. i.e. (figuratively) mental conception
[(Aramaic) corresponding to H7475]
KJV: cogitation, thought. 
Root(s): H7475 ",A,noun,masculine,6,DAN 2:29,,,7475,רעיון,,,,
7477,רָעַל,"ra`al (raw-al') v.
1. to reel, i.e. (figuratively) to brandish
[a primitive root]
KJV: terribly shake. ",H,verb,,1,NAM 2:3,רעל,,,,,,,
7478,רַעַל,"ra`al (rah'-al) n-m.
1. a reeling (from intoxication)
[from H7477]
KJV: trembling. 
Root(s): H7477 ",H,noun,masculine,1,ZEC 12:2,רעל,,7477,רעל,,,,
7479,רַעֲלָה,"ra`alah (rah-al-aw') n-f.
1. a long veil (as fluttering)
[feminine of H7478]
KJV: muffler. 
Root(s): H7478 ",H,noun,feminine,1,ISA 3:19,,,7478,רעל,,,,
7480,רְעֵלָיָה,"R`elayah (reh-ay-law-yaw') n/p.
1. made to tremble (i.e. fearful) of Jah
2. Reelajah, an Israelite
[from H7477 and H3050]
KJV: Reeliah. 
Root(s): H7477, H3050 ",H,noun proper,,1,EZR 2:2,רעל,,7477,רעל,3050,יה,,
7481,רָעַם,"ra`am (raw-am') v.
1. to tumble, i.e. be violently agitated
2. specifically, to crash (of thunder)
3. (figuratively) to irritate (with anger)
[a primitive root]
KJV: make to fret, roar, thunder, trouble. ",H,verb,,13,1SA 1:6,רעם,,,,,,,
7482,רַעַם,"ra`am (rah'am) n-m.
1. a peal of thunder
[from H7481]
KJV: thunder. 
Root(s): H7481 ",H,noun,masculine,6,JOB 26:14,רעם,,7481,רעם,,,,
7483,רַעמָה,"ra`mah (rah-maw') n-f.
1. the mane of a horse (as quivering in the wind)
[feminine of H7482]
KJV: thunder. 
Root(s): H7482 ",H,noun,feminine,1,JOB 39:19,,,7482,רעם,,,,
7484,רַעמָה,"Ra`mah (rah-maw') n/l.
1. Ramah, the name of a grandson of Ham, and of a place (perhaps founded by him)
[the same as H7483]
KJV: Raamah. 
Root(s): H7483 ",H,noun location,,5,GEN 10:7,,,7483,רעמה,,,,
7485,רַעַמיָה,"Ra`amyah` (rah-am-yaw') n/p.
1. Jah has shaken
2. Raamjah, an Israelite
[from H7481 and H3050]
KJV: Raamiah. 
Root(s): H7481, H3050 ",H,noun proper,,1,NEH 7:7,רעם,,7481,רעם,3050,יה,,
7486,רַעמְסֵס רַעַמסֵס,"Ra`mcec (rah-mes-ace') (or Raamcec {rah-am-sace'}) n/l.
1. Rameses or Raamses, a place in Egypt
[of Egyptian origin]
KJV: Raamses, Rameses. ",H,noun location,,5,GEN 47:11,,,,,,,,
7487,רַעמְסֵס רַעַמסֵס,"Ra`mcec (rah-mes-ace') (or Raamcec {rah-am-sace'}) n/l.
1. Rameses or Raamses, a place in Egypt
[of Egyptian origin]
KJV: Raamses, Rameses. ",H,noun location,,1,DAN 4:4,,,,,,,,
7488,רַעֲנַן,"ra`anan (rah-aw-nan') adj.
1. green
2. (figuratively) prosperous
[(Aramaic) corresponding to H7488]
KJV: flourishing. 
Root(s): H7488 ",A,adjective,,20,DEU 12:2,,,7488,רענן,,,,
7489,רָעַע,"ra`a` (raw-ah') v.
1. (properly) to spoil
2. (literally) to ruin by breaking to pieces)
3. (causitive) to make good for nothing
4. (figuratively) to be good for nothing
5. (physically, socially or morally) to be bad
[a primitive root]
KJV: afflict, associate selves (by mistake for H7462), break (down, in pieces), + displease, (be, bring, do) evil (doer, entreat, man), show self friendly (by mistake for H7462), do harm, (do) hurt, (behave self, deal) ill, X indeed, do mischief, punish, still, vex, (do) wicked (doer, -ly), be (deal, do) worse. 
See also: H7462, H7462 ",H,verb,,97,GEN 19:7,רעה,,,,,,,
7490,רְעַע,"r`a` (reh-ah') v.
1. break, bruise
[(Aramaic) corresponding to H7489]
 Root(s): H7489 ",A,verb,,2,DAN 2:40,רעה,,7489,רעע,,,,
7491,רָעַף,"ra`aph (raw-af') v.
1. to drip
[a primitive root]
KJV: distil, drop (down). ",H,verb,,5,JOB 36:28,רעף,,,,,,,
7492,רָעַץ,"ra`ats (raw-ats') v.
1. to break in pieces
2. (figuratively) harass
[a primitive root]
KJV: dash in pieces, vex. ",H,verb,,2,EXO 15:6,רעץ,,,,,,,
7493,רָעַשׁ,"ra`ash (raw-ash) v.
1. to undulate (as the earth, the sky, etc
2. also a field of grain), partic. through fear
3. specifically, to spring (as a locust)
[a primitive root]
KJV: make afraid, (re-)move, quake, (make to) shake, (make to) tremble. ",H,verb,,30,JDG 5:4,רעשׁ,,,,,,,
7494,רַעַשׁ,"ra`ash (rah'-ash) n-m.
1. vibration, bounding, uproar
[from H7493]
KJV: commotion, confused noise, earthquake, fierceness, quaking, rattling, rushing, shaking. 
Root(s): H7493 ",H,noun,masculine,17,1KI 19:11,רעשׁ,,7493,רעשׁ,,,,
7495,רָפָא רָפָה,"rapha' (raw-faw') (or raphah {raw-faw'}) v.
1. (properly) to mend (by stitching), i.e. (figuratively) to cure
[a primitive root]
KJV: cure, (cause to) heal, physician, repair, X thoroughly, make whole. See H7503. 
See also: H7503 ",H,verb,,69,GEN 20:17,רפא רפה,,,,,,,
7496,רָפָה,"rapha' (raw-faw') n-m.
1. (properly) lax, i.e. (figuratively) a ghost (as dead
2. in plural only)
[from H7495 in the sense of H7503]
KJV: dead, deceased. 
Root(s): H7495, H7503 ",H,noun,masculine,8,JOB 26:5,רפא רפה,,7495,רפא רפה,7503,רפה,,
7497,רָפָא רָפָה,"rapha' (raw-faw') (or raphah {raw-faw'}) n/g.
1. a giant
[from H7495 in the sense of invigorating]
KJV: giant, Rapha, Rephaim(-s). See also H1051. 
Root(s): H7495 
See also: H1051 ",H,noun,,25,GEN 14:5,רפא רפה,,7495,רפא רפה,,,,
7498,רָפָא רָפָה,"Rapha' (raw-faw') (or Raphah {raw-faw'}) n/p.
1. giant
2. Rapha or Raphah, the name of two Israelites
[probably the same as H7497]
KJV: Rapha. 
Root(s): H7497 ",H,noun proper,,2,1CH 8:2,,,7497,רפא רפה,,,,
7499,רְפוּאָה,"rphu'ah (ref-oo-aw') n-f.
1. a medicament
[feminine passive participle of H7495]
KJV: heal(-ed), medicine. 
Root(s): H7495 ",H,noun,feminine,3,JER 30:13,רפא רפה,,7495,רפא רפה,,,,
7500,רִפאוּת,"riph'uwth (rif-ooth') n-f.
1. a cure
[from H7495]
KJV: health. 
Root(s): H7495 ",H,noun,feminine,1,PRO 3:8,רפא רפה,,7495,רפא רפה,,,,
7501,רְפָאֵל,"Rpha'el (ref-aw-ale') n/p.
1. God has cured
2. Rephael, an Israelite
[from H7495 and H410]
KJV: Rephael. 
Root(s): H7495, H410 ",H,noun proper,,1,1CH 26:7,רפא רפה,,7495,רפא רפה,410,אל,,
7502,רָפַד,"raphad (raw-fad') v.
1. to spread (a bed)
2. (by implication) to refresh
[a primitive root]
KJV: comfort, make (a bed), spread. ",H,verb,,3,JOB 17:13,רפד,,,,,,,
7503,רָפָה,"raphah (raw-faw') v.
1. to slacken (in many applications, literal or figurative)
[a primitive root]
KJV: abate, cease, consume, draw (toward evening), fail, (be) faint, be (wax) feeble, forsake, idle, leave, let alone (go, down), (be) slack, stay, be still, be slothful, (be) weak(-en). See H7495. 
See also: H7495 ",H,verb,,46,EXO 4:26,רפא רפה,,,,,,,
7504,רָפֶה,"rapheh (raw-feh') adj.
1. slack (in body or mind)
[from H7503]
KJV: weak. raphah, Raphah. See H7497, H7498. riphah. See H7383. 
Root(s): H7503 
See also: H7497, H7498, H7383 ",H,adjective,,4,NUM 13:18,,,7503,רפה,,,,
7505,רָפוּא,"Raphuw' (raw-foo') n/p.
1. cured
2. Raphu, an Israelite
[passive participle of H7495]
KJV: Raphu. 
Root(s): H7495 ",H,noun proper,,1,NUM 13:9,רפא רפה,,7495,רפא רפה,,,,
7506,רֶפַח,"Rephach (reh'-fakh) n/p.
1. support
2. Rephach, an Israelite
[from an unused root apparently meaning to sustain]
KJV: Rephah. ",H,noun proper,,1,1CH 7:25,,,,,,,,
7507,רְפִידָּה,"rphiydah (ref-ee-daw') n-f.
1. a railing (as spread along)
[from H7502]
KJV: bottom. 
Root(s): H7502 ",H,noun,feminine,1,SNG 3:10,רפד,,7502,רפד,,,,
7508,רְפִידִּים,"Rphiydiym (ref-ee-deem') n/p.
1. ballusters
2. Rephidim, a place in the Desert
[plural of the masculine of the same as H7507]
KJV: Rephidim. 
Root(s): H7507 ",H,noun proper,,5,EXO 17:1,,,7507,רפידה,,,,
7509,רְפָיָה,"Rphayah (ref-aw-yaw') n/p.
1. Jah has cured
2. Rephajah, the name of five Israelites
[from H7495 and H3050]
KJV: Rephaiah. 
Root(s): H7495, H3050 ",H,noun proper,,5,1CH 3:21,רפא רפה,,7495,רפא רפה,3050,יה,,
7510,רִפיוֹן,"riphyown (rif-yone') n-m.
1. slackness
[from H7503]
KJV: feebleness. 
Root(s): H7503 ",H,noun,masculine,1,JER 47:3,,,7503,רפה,,,,
7511,רָפַס,"raphac (raw-fas') v.
1. to trample, i.e. prostrate
[a primitive root]
KJV: humble self, submit self. ",H,verb,,2,PSA 68:30,רפס,,,,,,,
7512,רְפַס,"rphac (ref-as') v.
1. stamp
[(Aramaic) corresponding to H7511]
 Root(s): H7511 ",A,verb,,2,DAN 7:7,רפס,,7511,רפס,,,,
7513,רַפסוֹדָה,"raphcodah (raf-so-daw') n-f.
1. a raft (as flat on the water)
[from H7511]
KJV: flote. 
Root(s): H7511 ",H,noun,feminine,1,2CH 2:16,רפס,,7511,רפס,,,,
7514,רָפַק,"raphaq (raw-fak') v.
1. to recline
[a primitive root]
KJV: lean. ",H,verb,,1,SNG 8:5,רפק,,,,,,,
7515,רָפַשׂ,"raphas (raw-fas') v.
1. to trample, i.e. roil water
[a primitive root]
KJV: foul, trouble. ",H,verb,,3,PRO 25:26,רפשׂ,,,,,,,
7516,רֶפֶשׁ,"rephesh (reh'-fesh) n-m.
1. mud (as roiled)
[from H7515]
KJV: mire. 
Root(s): H7515 ",H,noun,masculine,1,ISA 57:20,רפשׂ,,7515,רפשׂ,,,,
7517,רֶפֶת,"repheth (reh'-feth) n-m.
1. a stall for cattle (from their resting there)
[probably from H7503]
KJV: stall. 
Root(s): H7503 ",H,noun,masculine,1,HAB 3:17,,,7503,רפה,,,,
7518,רַץ,"rats (rats) n-m.
1. a fragment
[contracted from H7533]
KJV: piece. 
Root(s): H7533 ",H,noun,masculine,1,PSA 68:30,רצץ,,7533,רצץ,,,,
7519,רָצָא,"ratsa' (raw-tsaw') v.
1. to run
2. also to delight in
[a primitive root]
KJV: accept, run.",H,verb,,1,EZK 1:14,רצא,,,,,,,
7520,רָצַד,"ratsad (raw-tsad') v.
1. probably to look askant, i.e. (figuratively) be jealous
[a primitive root]
KJV: leap. ",H,verb,,1,PSA 68:16,רצד,,,,,,,
7521,רָצָה,"ratsah (raw-tsaw') v.
1. to be pleased with
2. specifically, to satisfy a debt
[a primitive root]
KJV: (be) accept(-able), accomplish, set affection, approve, consent with, delight (self), enjoy, (be, have a) favour(-able), like, observe, pardon, (be, have, take) please(-ure), reconcile self. ",H,verb,,57,GEN 33:10,רצה,,,,,,,
7522,רָצוֹן רָצוֹן,"ratsown (raw-tsone') (or ratson {raw-tsone'}) n-m.
1. delight (especially as shown)
[from H7521]
KJV: (be) acceptable(-ance, -ed), delight, desire, favour, (good) pleasure, (own, self, voluntary) will, as...(what) would. 
Root(s): H7521 ",H,noun,masculine,56,GEN 49:6,רצה,,7521,רצה,,,,
7523,רָצַח,"ratsach (raw-tsakh') v.
1. (properly) to dash in pieces, i.e. kill (a human being), especially to murder
[a primitive root]
KJV: put to death, kill, (man-)slay(-er), murder(-er). ",H,verb,,47,EXO 20:13,רצח,,,,,,,
7524,רֶצַח,"retsach (reh-tsakh) n-m.
1. a crushing
2. specifically, a murder-cry
[from H7523]
KJV: slaughter, sword. 
Root(s): H7523 ",H,noun,masculine,2,PSA 42:10,רצח,,7523,רצח,,,,
7525,רִציָא,"Ritsya' (rits-yaw') n/p.
1. delight
2. Ritsjah, an Israelite
[from H7521]
KJV: Rezia. 
Root(s): H7521 ",H,noun proper,,1,1CH 7:39,רצה,,7521,רצה,,,,
7526,רְצִין,"Rtsiyn (rets-een') n/p.
1. Retsin, the name of a Syrian and of an Israelite
[probably for H7522]
KJV: Rezin. 
Root(s): H7522 ",H,noun proper,,11,2KI 15:37,,,7522,רצון רצון,,,,
7527,רָצַע,"ratsa` (raw-tsah') v.
1. to pierce
[a primitive root]
KJV: bore. ",H,verb,,1,EXO 21:6,רצע,,,,,,,
7528,רָצַף,"ratsaph (raw-tsaf') v.
1. to tessellate, i.e. embroider (as if with bright stones)
[a denominative from H7529]
KJV: pave. 
Root(s): H7529 ",H,verb,,1,SNG 3:10,,,7529,רצף,,,,
7529,רֶצֶף,"retseph (reh'-tsef) n-m.
1. a red-hot stone (for baking)
[for H7565]
KJV: coal. 
Root(s): H7565 ",H,noun,masculine,1,1KI 19:6,,,7565,רשׁף,,,,
7530,רֶצֶף,"Retseph (reh'-tsef) n/l.
1. Retseph, a place in Assyrian
[the same as H7529]
KJV: Rezeph. 
Root(s): H7529 ",H,noun location,,2,2KI 19:12,,,7529,רצף,,,,
7531,רִצפָּה,"ritspah (rits-paw') n-f.
1. a hot stone
2. also a tessellated pavement
[feminine of H7529]
KJV: live coal, pavement. 
Root(s): H7529 ",H,noun,feminine,8,2CH 7:3,,,7529,רצף,,,,
7532,רִצפָּה,"Ritspah (rits-paw') n/p.
1. Ritspah, an Israelitess
[the same as H7531]
KJV: Rizpah. 
Root(s): H7531 ",H,noun proper,,4,2SA 3:7,,,7531,רצפה,,,,
7533,רָצַץ,"ratsats (raw-tsats') v.
1. to crack in pieces, literally or figuratively
[a primitive root]
KJV: break, bruise, crush, discourage, oppress, struggle together. ",H,verb,,19,GEN 25:22,רצץ,,,,,,,
7534,רַק,"raq (rak) adj.
1. emaciated (as if flattened out)
[from H7556 in its original sense]
KJV: lean((-fleshed)), thin. 
Root(s): H7556 ",H,adjective,,3,GEN 41:19,רקק,,7556,רקק,,,,
7535,רַק,"raq (rak) adv.
1. (properly) leanness, i.e. (figuratively) limitation
2. only adverbial, merely, or conjunctional, although
[the same as H7534 as a noun]
KJV: but, even, except, howbeit howsoever, at the least, nevertheless, nothing but, notwithstanding, only, save, so (that), surely, yet (so), in any wise. 
Root(s): H7534 ",H,verb,,109,GEN 6:5,,,7534,רק,,,,
7536,רוֹק,"roq (roke) n-m.
1. spittle
[from H7556]
KJV: spit(-ting, -tle). 
Root(s): H7556 ",H,noun,masculine,3,JOB 7:19,רקק,,7556,רקק,,,,
7537,רָקַב,"raqab (raw-kab') v.
1. to decay (as by worm-eating)
[a primitive root]
KJV: rot. ",H,verb,,2,PRO 10:7,רקב,,,,,,,
7538,רָקָב,"raqab (raw-kawb') n-m.
1. decay (by caries)
[from H7537]
KJV: rottenness (thing). 
Root(s): H7537 ",H,noun,masculine,5,JOB 13:28,רקב,,7537,רקב,,,,
7539,רִקָּבוֹן,"riqqabown (rik-kaw-bone') n-m.
1. decay (by caries)
[from H7538]
KJV: rotten. 
Root(s): H7538 ",H,noun,masculine,1,JOB 41:27,,,7538,רקב,,,,
7540,רָקַד,"raqad (raw-kad') v.
1. (properly) to stamp, i.e. to spring about (wildly or for joy)
[a primitive root]
KJV: dance, jump, leap, skip. ",H,verb,,9,1CH 15:29,רקד,,,,,,,
7541,רַקָּה,"raqqah (rak-kaw') n-f.
1. (properly) thinness, i.e. the side of the head
[feminine of H7534]
KJV: temple. 
Root(s): H7534 ",H,noun,feminine,5,JDG 4:21,,,7534,רק,,,,
7542,רַקּוֹן,"Raqqown (rak-kone') n/l.
1. thinness
2. Rakkon, a place in Israel
[from H7534]
KJV: Rakkon. 
Root(s): H7534 ",H,noun location,,1,JOS 19:46,,,7534,רק,,,,
7543,רָקַח,"raqach (raw-kakh') v.
1. to perfume
[a primitive root]
KJV: apothecary, compound, make (ointment), prepare, spice. ",H,verb,,8,EXO 30:25,רקח,,,,,,,
7544,רֶקַח,"reqach (reh'-kakh) n-m.
1. (properly) perfumery
2. (by implication) spicery (for flavor)
[from H7543]
KJV: spiced. 
Root(s): H7543 ",H,noun,masculine,1,SNG 8:2,רקח,,7543,רקח,,,,
7545,רוֹקַח,"roqach (ro'-kakh) n-m.
1. an aromatic
[from H7542]
KJV: confection, ointment. 
Root(s): H7542 ",H,noun,masculine,2,EXO 30:25,,,7542,רקון,,,,
7546,רַקָּח,"raqqach (rak-kawkh') n-m.
1. a male perfumer
[from H7543]
KJV: apothecary. 
Root(s): H7543 ",H,noun,masculine,1,NEH 3:8,רקח,,7543,רקח,,,,
7547,רַקּוַּח,"raqquach (rak-koo'-akh) n-m.
1. a scented substance
[from H7543]
KJV: perfume. 
Root(s): H7543 ",H,noun,masculine,1,ISA 57:9,רקח,,7543,רקח,,,,
7548,רַקָּחָה,"raqqachah (rak-kaw-khaw') n-f.
1. a female perfumer
[feminine of H7547]
KJV: confectioner. 
Root(s): H7547 ",H,noun,feminine,1,2SA 8:13,,,7547,רקוח,,,,
7549,רָקִיַע,"raqiya` (raw-kee'-ah) n-m.
1. (properly) an expanse, i.e. the firmament or (apparently) visible arch of the sky
[from H7554]
KJV: firmament. 
Root(s): H7554 ",H,noun,masculine,17,GEN 1:6,רקע,,7554,רקע,,,,
7550,רָקִיק,"raqiyq (raw-keek') n-m.
1. a thin cake
[from, H7556 in its original sense]
KJV: cake, wafer. 
Root(s): H7556 ",H,noun,masculine,8,EXO 29:2,רקק,,7556,רקק,,,,
7551,רָקַם,"raqam (raw-kam') v.
1. to variegate color, i.e. embroider
2. (by implication) to fabricate
[a primitive root]
KJV: embroiderer, needlework, curiously work. ",H,verb,,9,EXO 26:36,רקם,,,,,,,
7552,רֶקֶם,"Reqem (reh'-kem) n/l.
1. versi-color
2. Rekem, the name of a place in Israel, also of a Midianite and an Israelite
[from H7551]
KJV: Rekem. 
Root(s): H7551 ",H,noun location,,6,NUM 31:8,רקם,,7551,רקם,,,,
7553,רִקמָה,"riqmah (rik-maw') n-f.
1. variegation of color
2. specifically, embroidery
[from H7551]
KJV: broidered (work), divers colours, (raiment of) needlework (on both sides). 
Root(s): H7551 ",H,noun,feminine,12,JDG 5:30,רקם,,7551,רקם,,,,
7554,רָקַע,"raqa` (raw-kah') v.
1. to pound the earth (as a sign of passion)
2. (by analogy) to expand (by hammering)
3. (by implication) to overlay (with thin sheets of metal)
[a primitive root]
KJV: beat, make broad, spread abroad (forth, over, out, into plates), stamp, stretch. ",H,verb,,11,EXO 39:3,רקע,,,,,,,
7555,רִקּוַּע,"riqqua` (rik-koo'-ah) n-m.
1. beaten out, i.e. a (metallic) plate
[from H7554]
KJV: broad. 
Root(s): H7554 ",H,noun,masculine,1,NUM 16:38,רקע,,7554,רקע,,,,
7556,רָקַק,"raqaq (raw-kak') v.
1. to spit
[a primitive root]
KJV: spit. ",H,verb,,1,LEV 15:8,רקק,,,,,,,
7557,רַקַּת,"Raqqath (rak-kath') n/l.
1. a beach (as expanded shingle)
2. Rakkath, a place in Israel
[from H7556 in its original sense of diffusing]
KJV: Rakkath. 
Root(s): H7556 ",H,noun location,,1,JOS 19:35,רקק,,7556,רקק,,,,
7558,רִשׁיוֹן,"rishyown (rish-yone') n-m.
1. a permit
[from an unused root meaning to have leave]
KJV: grant. ",H,noun,masculine,1,EZR 3:7,,,,,,,,
7559,רָשַׁם,"rasham (raw-sham') v.
1. to record
[a primitive root]
KJV: note. ",H,verb,,1,DAN 10:21,רשׁם,,,,,,,
7560,רְשַׁם,"rsham (resh-am') v.
1. sign, write
[(Aramaic) corresponding to H7559]
 Root(s): H7559 ",A,verb,,7,DAN 5:24,רשׁם,,7559,רשׁם,,,,
7561,רָשַׁע,"rasha` (raw-shah') v.
1. to be wrong
2. (causatively) to do or declare wrong
3. (by implication) to disturb, violate
[a primitive root]
KJV: condemn, make trouble, vex, be (commit, deal, depart, do) wicked(-ly, -ness). ",H,verb,,36,EXO 22:9,רשׁע,,,,,,,
7562,רֶשַׁע,"resha` (reh'-shah) n-m.
1. a wrong (especially moral)
[from H7561]
KJV: iniquity, wicked(-ness). 
Root(s): H7561 ",H,noun,masculine,30,DEU 9:27,רשׁע,,7561,רשׁע,,,,
7563,רָשָׁע,"rasha` (raw-shaw') adj.
1. morally wrong
2. (concretely) an (actively) bad person
[from H7561]
KJV: + condemned, guilty, ungodly, wicked (man), that did wrong. 
Root(s): H7561 ",H,adjective,,263,GEN 18:23,רשׁע,,7561,רשׁע,,,,
7564,רִשׁעָה,"rish`ah (rish-aw') n-f.
1. wrong (especially moral)
[feminine of H7562]
KJV: fault, wickedly(-ness). 
Root(s): H7562 ",H,noun,feminine,15,DEU 9:4,,,7562,רשׁע,,,,
7565,רֶשֶׁף,"resheph (reh'-shef) n-m.
1. a live coal
2. by analogy lightning
3. (figuratively) an arrow, (as flashing through the air)
4. specifically, fever
[from H8313]
KJV: arrow, (burning) coal, burning heat, + spark, hot thunderbolt. 
Root(s): H8313 ",H,noun,masculine,7,DEU 32:24,שׂרף,,8313,שׂרף,,,,
7566,רֶשֶׁף,"Resheph (reh'-shef) n/p.
1. Resheph, an Israelite
[the same as H7565]
KJV: Resheph. 
Root(s): H7565 ",H,noun proper,,1,1CH 7:25,,,7565,רשׁף,,,,
7567,רָשַׁשׁ,"rashash (raw-shash') v.
1. to demolish
[a primitive root]
KJV: impoverish. ",H,verb,,2,JER 5:17,רשׁשׁ,,,,,,,
7568,רֶשֶׁת,"resheth (reh'-sheth) n-f.
1. a net (as catching animals)
[from H3423]
KJV: net(- work). 
Root(s): H3423 ",H,noun,feminine,22,EXO 27:4,ירשׁ,,3423,ירשׁ ירשׁ,,,,
7569,רַתּתּוֹק,"rattowq (rat-toke') n-m.
1. a chain
[from H7576]
KJV: chain. 
Root(s): H7576 ",H,noun,masculine,1,EZK 7:23,רתק,,7576,רתק,,,,
7570,רָתַח,"rathach (raw-thakh') v.
1. to boil
[a primitive root]
KJV: boil. ",H,verb,,3,JOB 30:27,רתח,,,,,,,
